START
67.633464,-49.990716,0
68.622854,-50.980106,241
69.612244,-51.969496,256
70.601634,-52.958886,273
71.591024,-53.948276,289
72.580414,-54.937666,449
73.569804,-54.937666,465
73.569804,-55.927056,473
74.559194,-56.916446,497
74.559194,-57.905836,521
73.569804,-57.905836,633
73.569804,-58.895225,649
72.580414,-58.895225,657
72.580414,-59.884615,665
71.591024,-59.884615,681
71.591024,-60.874005,689
70.601634,-60.874005,697
70.601634,-61.863395,713
68.622854,-61.863395,721
67.633464,-61.863395,745
67.633464,-62.852785,753
66.644074,-62.852785,769
65.654684,-62.852785,777
64.665295,-62.852785,794
63.675905,-62.852785,873
63.675905,-61.863395,881
62.686515,-60.874005,897
61.697125,-60.874005,913
60.707735,-59.884615,929
59.718345,-58.895225,994
59.718345,-57.905836,1065
59.718345,-56.916446,1081
59.718345,-55.927056,1113
60.707735,-54.937666,1145
60.707735,-52.958886,1169
61.697125,-52.958886,1178
61.697125,-51.969496,1233
62.686515,-51.969496,1241
62.686515,-50.980106,1298
63.675905,-50.980106,1329
64.665295,-49.990716,1450
65.654684,-49.990716,1457
67.633464,-49.990716,1473
68.622854,-49.990716,1490
BREAK
