START
33.746607,-19.281488,0
33.746607,-20.122868,10
33.746607,-20.964247,21
32.905228,-21.805626,30
32.905228,-22.647005,51
32.063849,-24.329764,61
31.222469,-24.329764,71
31.222469,-25.171143,81
30.38109,-26.012523,102
29.539711,-26.853902,112
29.539711,-27.695281,121
28.698331,-28.536661,142
28.698331,-29.37804,152
27.856952,-30.219419,162
27.015573,-31.060799,172
27.015573,-31.902178,182
26.174194,-31.902178,193
26.174194,-32.743557,202
25.332814,-32.743557,212
24.491435,-33.584936,233
23.650056,-34.426316,253
22.808676,-34.426316,263
22.808676,-35.267695,273
21.967297,-35.267695,283
21.967297,-36.109074,293
21.125918,-36.950454,304
20.284538,-37.791833,323
20.284538,-38.633212,333
19.443159,-39.474592,344
19.443159,-40.315971,354
18.60178,-41.99873,374
18.60178,-42.840109,394
17.7604,-43.681488,404
17.7604,-44.522868,414
16.919021,-44.522868,425
16.919021,-45.364247,435
16.919021,-46.205626,445
16.077642,-47.047005,465
16.077642,-47.888385,475
16.077642,-48.729764,501
15.236263,-48.729764,511
15.236263,-47.888385,719
16.077642,-47.047005,739
16.077642,-46.205626,749
16.919021,-46.205626,760
18.60178,-45.364247,770
19.443159,-45.364247,779
20.284538,-44.522868,790
20.284538,-43.681488,800
21.125918,-43.681488,811
22.808676,-42.840109,820
24.491435,-41.99873,841
25.332814,-41.99873,851
27.015573,-41.99873,871
27.856952,-41.99873,881
28.698331,-41.99873,891
29.539711,-41.99873,902
30.38109,-41.99873,911
31.222469,-41.99873,921
32.063849,-41.99873,932
33.746607,-41.99873,951
34.587987,-41.99873,972
35.429366,-41.99873,982
36.270745,-41.99873,992
37.953504,-42.840109,1002
38.794883,-43.681488,1023
39.636263,-43.681488,1032
40.477642,-43.681488,1042
40.477642,-44.522868,1053
41.319021,-44.522868,1063
41.319021,-45.364247,1072
42.1604,-47.047005,1093
42.1604,-47.888385,1113
42.1604,-49.571143,1123
43.00178,-50.412523,1133
43.843159,-51.253902,1144
43.843159,-52.936661,1153
44.684538,-53.77804,1163
46.367297,-55.460799,1174
46.367297,-57.143557,1194
46.367297,-57.984936,1214
46.367297,-58.826316,1224
46.367297,-59.667695,1244
46.367297,-60.509074,1254
46.367297,-61.350454,1275
46.367297,-63.033212,1284
45.525918,-63.033212,1295
45.525918,-63.874592,1305
44.684538,-64.715971,1315
43.843159,-65.55735,1325
43.00178,-66.39873,1345
41.319021,-67.240109,1365
40.477642,-67.240109,1386
39.636263,-67.240109,1405
39.636263,-66.39873,1435
37.953504,-66.39873,1444
36.270745,-65.55735,1464
36.270745,-64.715971,1475
35.429366,-64.715971,1485
34.587987,-63.874592,1494
34.587987,-63.033212,1518
34.587987,-62.191833,1528
34.587987,-61.350454,1548
34.587987,-60.509074,1558
34.587987,-59.667695,1569
34.587987,-58.826316,1578
34.587987,-57.984936,1588
34.587987,-57.143557,1598
34.587987,-56.302178,1609
34.587987,-55.460799,1618
34.587987,-54.619419,1629
35.429366,-51.253902,1639
35.429366,-50.412523,1659
36.270745,-47.888385,1669
37.112125,-46.205626,1679
37.112125,-45.364247,1690
37.953504,-43.681488,1699
37.953504,-42.840109,1709
37.953504,-41.99873,1719
39.636263,-39.474592,1730
39.636263,-37.791833,1739
41.319021,-37.791833,1750
42.1604,-34.426316,1760
43.843159,-34.426316,1770
44.684538,-31.902178,1779
44.684538,-31.060799,1790
45.525918,-30.219419,1800
46.367297,-28.536661,1811
47.208676,-27.695281,1820
48.050056,-26.853902,1830
48.891435,-26.012523,1840
50.574194,-25.171143,1851
50.574194,-23.488385,1861
52.256952,-22.647005,1871
53.098331,-20.122868,1881
53.939711,-20.122868,1891
53.939711,-19.281488,1902
53.939711,-18.440109,1911
53.939711,-17.59873,1921
53.939711,-16.75735,1951
53.939711,-15.915971,1972
BREAK
