START
36.738579,-51.894532,0
35.835025,-51.894532,180
35.835025,-52.798086,192
34.931472,-52.798086,205
34.931472,-53.701639,217
34.027919,-53.701639,229
33.124365,-54.605192,242
31.317259,-54.605192,339
30.413706,-53.701639,350
30.413706,-52.798086,373
29.510152,-52.798086,380
29.510152,-51.894532,386
28.606599,-50.990979,398
28.606599,-50.087426,411
27.703046,-49.183873,435
27.703046,-48.280319,460
27.703046,-46.473213,471
26.799492,-46.473213,486
26.799492,-45.569659,495
26.799492,-44.666106,519
26.799492,-42.858999,544
26.799492,-41.955446,568
26.799492,-41.051893,580
26.799492,-39.244786,604
26.799492,-38.341233,641
26.799492,-36.534126,664
26.799492,-35.630573,689
27.703046,-35.630573,701
27.703046,-34.72702,713
28.606599,-34.72702,739
29.510152,-34.72702,774
30.413706,-34.72702,798
31.317259,-34.72702,810
33.124365,-34.72702,834
34.027919,-34.72702,858
34.931472,-34.72702,894
35.835025,-34.72702,907
36.738579,-35.630573,931
37.642132,-35.630573,955
38.545685,-35.630573,980
38.545685,-36.534126,1016
39.449239,-36.534126,1039
39.449239,-38.341233,1076
40.352792,-38.341233,1101
40.352792,-40.14834,1112
40.352792,-41.051893,1161
41.256345,-41.051893,1173
41.256345,-41.955446,1197
41.256345,-42.858999,1209
41.256345,-43.762553,1221
41.256345,-44.666106,1234
41.256345,-45.569659,1245
41.256345,-48.280319,1257
41.256345,-49.183873,1282
41.256345,-50.087426,1293
41.256345,-50.990979,1318
41.256345,-51.894532,1330
41.256345,-52.798086,1342
41.256345,-53.701639,1354
41.256345,-55.508746,1382
41.256345,-56.412299,1385
41.256345,-58.219406,1402
40.352792,-59.122959,1413
40.352792,-60.026512,1425
39.449239,-61.833619,1450
39.449239,-62.737172,1476
38.545685,-62.737172,1487
38.545685,-63.640725,1511
37.642132,-63.640725,1524
36.738579,-64.544279,1536
36.738579,-65.447832,1548
36.738579,-66.351385,1561
35.835025,-68.158492,1572
35.835025,-69.062045,1584
34.931472,-69.965598,1596
33.124365,-69.965598,1636
33.124365,-70.869152,1644
31.317259,-70.869152,1651
30.413706,-70.869152,1658
29.510152,-70.869152,1669
28.606599,-70.869152,1693
27.703046,-70.869152,1718
27.703046,-71.772705,1729
26.799492,-71.772705,1754
25.895939,-71.772705,1778
24.992386,-71.772705,1814
24.088832,-71.772705,1864
24.088832,-72.676258,1888
23.185279,-72.676258,1911
24.088832,-73.579812,2153
24.992386,-73.579812,2177
25.895939,-74.483365,2190
26.799492,-75.386918,2201
28.606599,-75.386918,2213
29.510152,-76.290472,2226
30.413706,-78.097578,2238
33.124365,-78.097578,2253
34.027919,-79.001131,2262
34.931472,-79.904685,2274
36.738579,-79.904685,2286
38.545685,-79.904685,2298
40.352792,-79.904685,2311
43.063452,-79.904685,2323
44.870558,-79.904685,2334
46.677665,-79.904685,2347
49.388325,-79.001131,2359
51.195431,-78.097578,2371
53.906091,-76.290472,2393
54.809645,-74.483365,2400
57.520305,-73.579812,2408
58.423858,-70.869152,2419
60.230964,-69.062045,2432
62.941624,-66.351385,2444
64.748731,-63.640725,2456
65.652284,-60.026512,2469
67.459391,-55.508746,2480
68.362944,-50.990979,2492
70.170051,-48.280319,2505
70.170051,-43.762553,2516
71.073604,-38.341233,2528
72.880711,-34.72702,2541
73.784264,-31.112807,2553
74.687817,-25.691487,2563
75.591371,-22.980827,2576
75.591371,-21.17372,2587
75.591371,-19.366614,2599
75.591371,-18.46306,2612
76.494924,-18.46306,2686
76.494924,-20.270167,2771
76.494924,-22.980827,2783
75.591371,-24.787933,2795
74.687817,-29.3057,2808
72.880711,-32.919913,2819
71.073604,-35.630573,2831
69.266497,-41.051893,2849
68.362944,-44.666106,2858
66.555838,-49.183873,2868
65.652284,-51.894532,2897
65.652284,-55.508746,2905
64.748731,-56.412299,2916
64.748731,-59.122959,2928
64.748731,-60.930065,2941
64.748731,-61.833619,2953
64.748731,-63.640725,2965
65.652284,-65.447832,2976
65.652284,-66.351385,2989
65.652284,-69.062045,3013
66.555838,-69.965598,3025
67.459391,-70.869152,3038
69.266497,-71.772705,3061
70.170051,-72.676258,3073
71.073604,-72.676258,3086
73.784264,-72.676258,3098
75.591371,-72.676258,3110
78.30203,-71.772705,3122
80.109137,-69.965598,3148
81.01269,-69.965598,3158
82.819797,-69.062045,3166
83.72335,-68.158492,3175
84.626904,-68.158492,3184
85.530457,-68.158492,3231
85.530457,-69.062045,3254
BREAK
