START
71.213439,-24.50958,0
BREAK
72.05336,-24.50958,452
BREAK
73.733202,-24.50958,804
BREAK
76.252964,-24.50958,1109
BREAK
77.932806,-24.50958,1389
78.772727,-24.50958,1486
BREAK
74.573123,-27.029343,14006
74.573123,-27.869264,14394
74.573123,-28.709185,14432
74.573123,-28.709185,14445
74.573123,-29.549106,14482
74.573123,-30.389026,14491
74.573123,-31.228947,14516
74.573123,-31.228947,14542
74.573123,-32.068868,14565
74.573123,-32.908789,14579
74.573123,-33.74871,14626
74.573123,-33.74871,14639
74.573123,-34.588631,14687
74.573123,-35.428552,14699
74.573123,-36.268473,14723
74.573123,-36.268473,14760
74.573123,-37.108394,14772
74.573123,-37.948315,14797
74.573123,-38.788236,14833
74.573123,-38.788236,14858
74.573123,-39.628157,14894
74.573123,-40.468078,14920
74.573123,-41.307999,14954
74.573123,-41.307999,14992
74.573123,-42.14792,15003
74.573123,-42.987841,15016
74.573123,-43.827762,15040
74.573123,-43.827762,15052
74.573123,-44.667683,15078
74.573123,-45.507604,15101
74.573123,-46.347524,15113
73.733202,-46.347524,15137
73.733202,-46.347524,15161
73.733202,-47.187445,15175
73.733202,-47.187445,15186
73.733202,-48.027366,15200
73.733202,-48.867287,15235
72.893281,-48.867287,15248
72.893281,-48.867287,15259
72.893281,-49.707208,15284
72.893281,-50.547129,15321
72.893281,-51.38705,15345
72.05336,-51.38705,15393
72.05336,-51.38705,15407
72.05336,-52.226971,15419
71.213439,-53.066892,15443
71.213439,-53.906813,15491
71.213439,-53.906813,15515
71.213439,-54.746734,15552
71.213439,-55.586655,15601
70.373518,-56.426576,15614
70.373518,-56.426576,15625
69.533597,-57.266497,15662
69.533597,-58.106418,15712
69.533597,-58.946339,15747
68.693676,-58.946339,15770
68.693676,-59.78626,15785
68.693676,-60.626181,15831
68.693676,-61.466102,15859
67.853755,-61.466102,15870
67.853755,-62.306023,15906
67.853755,-63.145943,15931
67.013834,-63.145943,16478
67.013834,-63.985864,16491
67.013834,-63.985864,16526
67.013834,-64.825785,16564
66.173913,-64.825785,16589
66.173913,-65.665706,16636
66.173913,-66.505627,16673
66.173913,-66.505627,16684
66.173913,-66.505627,16709
66.173913,-67.345548,16757
66.173913,-68.185469,16793
66.173913,-69.02539,16844
65.333992,-69.02539,16867
65.333992,-69.02539,16878
65.333992,-69.865311,16905
64.494071,-69.865311,16941
64.494071,-70.705232,16965
64.494071,-71.545153,16979
64.494071,-71.545153,17013
63.65415,-71.545153,17040
63.65415,-72.385074,17112
63.65415,-73.224995,17134
62.814229,-73.224995,17147
61.974308,-74.064916,17233
61.134387,-74.064916,17258
61.134387,-74.064916,17306
61.134387,-74.904837,17343
60.294466,-74.904837,17368
59.454545,-74.904837,17393
59.454545,-75.744758,17404
58.614625,-75.744758,17452
58.614625,-76.584679,17464
58.614625,-76.584679,17488
58.614625,-76.584679,17500
57.774704,-76.584679,17516
56.934783,-76.584679,17576
56.094862,-76.584679,17599
56.094862,-77.4246,17611
56.094862,-77.4246,17623
56.094862,-78.264521,17696
55.254941,-78.264521,17732
BREAK
36.77668,-43.827762,20399
36.77668,-43.827762,20617
36.77668,-44.667683,20714
36.77668,-45.507604,20751
36.77668,-46.347524,20789
36.77668,-46.347524,20837
35.936759,-47.187445,20860
35.936759,-48.027366,20873
35.936759,-48.867287,20910
35.936759,-48.867287,20921
35.936759,-49.707208,20970
35.936759,-50.547129,20982
35.936759,-51.38705,20995
35.936759,-51.38705,21019
35.936759,-52.226971,21032
35.096838,-53.066892,21044
35.096838,-53.906813,21070
35.096838,-53.906813,21082
35.096838,-54.746734,21105
34.256917,-54.746734,21117
34.256917,-55.586655,21131
34.256917,-56.426576,21143
34.256917,-56.426576,21166
34.256917,-57.266497,21190
34.256917,-58.106418,21205
34.256917,-58.946339,21240
34.256917,-58.946339,21251
34.256917,-59.78626,21264
34.256917,-60.626181,21276
34.256917,-61.466102,21288
34.256917,-62.306023,21313
34.256917,-63.145943,21326
34.256917,-63.985864,21348
34.256917,-63.985864,21361
34.256917,-64.825785,21372
34.256917,-65.665706,21411
34.256917,-66.505627,21436
34.256917,-66.505627,21448
34.256917,-67.345548,21483
34.256917,-68.185469,21495
34.256917,-69.02539,21520
35.096838,-69.02539,21544
35.096838,-69.865311,21556
35.096838,-70.705232,21604
35.936759,-70.705232,21617
35.936759,-71.545153,21629
35.936759,-71.545153,21641
35.936759,-71.545153,21654
35.936759,-72.385074,21702
36.77668,-72.385074,21715
36.77668,-73.224995,21726
37.616601,-73.224995,21750
38.456522,-73.224995,21774
38.456522,-74.064916,21800
38.456522,-74.064916,21836
39.296443,-74.064916,21861
39.296443,-74.904837,21883
40.136364,-74.904837,21895
40.976285,-74.904837,21994
40.976285,-75.744758,22032
41.816206,-75.744758,22105
41.816206,-76.584679,22116
42.656126,-76.584679,22141
43.496047,-76.584679,22164
43.496047,-76.584679,22214
44.335968,-76.584679,22251
45.175889,-76.584679,22276
46.01581,-76.584679,22324
46.01581,-76.584679,22348
46.855731,-76.584679,22421
