START
27.193548,-23,0
28.193548,-23,6
28.193548,-24,14
28.193548,-25,30
29.193548,-26,46
29.193548,-27,62
30.193548,-27,70
31.193548,-28,78
32.193548,-29,86
32.193548,-30,102
33.193548,-30,110
34.193548,-31,118
35.193548,-32,134
36.193548,-32,150
37.193548,-32,166
38.193548,-32,182
39.193548,-32,190
40.193548,-32,198
41.193548,-32,214
43.193548,-32,222
44.193548,-32,230
45.193548,-31,246
46.193548,-31,254
46.193548,-30,262
47.193548,-30,270
47.193548,-29,278
47.193548,-28,286
47.193548,-27,294
48.193548,-27,302
48.193548,-26,310
48.193548,-25,318
48.193548,-24,334
47.193548,-23,342
47.193548,-22,351
47.193548,-21,358
47.193548,-20,366
47.193548,-19,374
47.193548,-18,390
47.193548,-17,414
46.193548,-16,438
BREAK
37.193548,-32,1295
37.193548,-33,1374
37.193548,-34,1382
37.193548,-36,1390
36.193548,-37,1398
35.193548,-38,1406
35.193548,-39,1414
35.193548,-40,1422
34.193548,-41,1430
34.193548,-43,1438
33.193548,-44,1446
33.193548,-45,1454
33.193548,-46,1462
33.193548,-48,1470
33.193548,-49,1478
33.193548,-51,1486
33.193548,-52,1494
32.193548,-53,1502
32.193548,-54,1510
32.193548,-55,1518
32.193548,-56,1526
32.193548,-57,1534
32.193548,-58,1542
32.193548,-59,1550
32.193548,-60,1558
32.193548,-61,1566
32.193548,-62,1574
32.193548,-63,1582
32.193548,-65,1590
32.193548,-66,1598
33.193548,-68,1614
34.193548,-68,1622
35.193548,-69,1638
36.193548,-70,1654
36.193548,-71,1662
37.193548,-71,1670
37.193548,-72,1678
38.193548,-72,1686
39.193548,-73,1694
40.193548,-74,1702
42.193548,-74,1710
42.193548,-75,1718
44.193548,-75,1726
46.193548,-76,1734
48.193548,-76,1742
50.193548,-76,1750
51.193548,-76,1758
53.193548,-76,1766
55.193548,-77,1774
56.193548,-77,1782
58.193548,-77,1790
60.193548,-77,1798
62.193548,-77,1806
64.193548,-77,1814
66.193548,-77,1822
67.193548,-77,1830
68.193548,-77,1838
69.193548,-77,1846
69.193548,-76,1854
69.193548,-75,1862
70.193548,-75,1870
70.193548,-74,1878
70.193548,-73,1886
70.193548,-72,1894
70.193548,-71,1902
70.193548,-70,1910
70.193548,-69,1918
70.193548,-68,1926
70.193548,-67,1934
70.193548,-66,1942
70.193548,-65,1950
69.193548,-64,1958
69.193548,-62,1966
69.193548,-61,1974
69.193548,-60,1982
69.193548,-59,1990
69.193548,-58,2015
69.193548,-57,2046
70.193548,-57,2054
71.193548,-57,2062
71.193548,-56,2070
72.193548,-55,2086
73.193548,-55,2094
74.193548,-54,2110
75.193548,-53,2134
76.193548,-53,2158
77.193548,-54,2262
77.193548,-55,2278
77.193548,-56,2294
77.193548,-57,2302
77.193548,-58,2310
78.193548,-59,2318
78.193548,-61,2326
79.193548,-62,2334
79.193548,-63,2342
79.193548,-64,2354
80.193548,-65,2359
81.193548,-66,2366
82.193548,-67,2374
83.193548,-68,2383
84.193548,-69,2390
85.193548,-70,2398
86.193548,-71,2406
87.193548,-72,2414
89.193548,-73,2422
91.193548,-74,2430
92.193548,-76,2438
94.193548,-76,2446
95.193548,-77,2454
BREAK
