START
58.100067,-33.124235,0
57.275777,-33.124235,183
57.275777,-34.772814,191
57.275777,-35.597103,207
57.275777,-37.245682,215
57.275777,-38.069971,223
57.275777,-38.894261,231
57.275777,-39.71855,239
57.275777,-40.54284,247
57.275777,-42.191418,263
55.627198,-43.015708,279
55.627198,-44.664287,335
55.627198,-45.488576,367
55.627198,-46.312865,391
55.627198,-47.137155,416
55.627198,-48.785734,440
55.627198,-49.610023,447
55.627198,-50.434313,471
55.627198,-52.082891,496
55.627198,-52.907181,503
55.627198,-53.73147,519
55.627198,-54.55576,535
55.627198,-55.380049,551
55.627198,-56.204338,559
55.627198,-57.028628,583
55.627198,-57.852917,616
55.627198,-58.677207,624
55.627198,-60.325785,631
55.627198,-61.150075,655
55.627198,-61.974364,672
55.627198,-62.798654,695
55.627198,-63.622943,712
55.627198,-65.271522,736
55.627198,-66.095811,776
55.627198,-66.920101,800
55.627198,-68.568679,816
55.627198,-69.392969,832
55.627198,-70.217258,856
55.627198,-71.865837,880
55.627198,-72.690126,895
55.627198,-74.338705,928
55.627198,-75.162995,968
55.627198,-76.811574,992
55.627198,-77.635863,1040
55.627198,-78.460152,1080
55.627198,-80.108731,1119
BREAK
56.451488,-31.475656,2128
57.275777,-31.475656,2248
58.100067,-32.299946,2255
59.748645,-32.299946,2263
62.221514,-33.124235,2271
62.221514,-34.772814,2279
63.045803,-34.772814,2287
63.045803,-35.597103,2296
63.870093,-35.597103,2303
65.518671,-36.421393,2327
66.342961,-38.069971,2335
67.16725,-38.894261,2344
68.815829,-40.54284,2351
72.112987,-42.191418,2360
75.410144,-44.664287,2367
77.883012,-46.312865,2376
78.707302,-47.137155,2383
79.531591,-47.137155,2392
BREAK
49.032883,-18.287026,12264
47.384304,-18.287026,12511
46.560015,-18.287026,12519
46.560015,-17.462736,12559
45.735726,-17.462736,12575
44.087147,-17.462736,12655
43.262857,-17.462736,12663
42.438568,-17.462736,12703
42.438568,-16.638447,12719
41.614279,-16.638447,12736
39.9657,-16.638447,12768
39.14141,-16.638447,12792
38.317121,-16.638447,12799
37.492832,-16.638447,12815
35.844253,-16.638447,12823
35.019963,-16.638447,12864
34.195674,-16.638447,12903
32.547095,-16.638447,12911
31.722806,-16.638447,12936
31.722806,-17.462736,12943
30.898516,-17.462736,12960
30.898516,-19.111315,13008
30.074227,-19.111315,13015
28.425648,-19.935605,13032
27.601359,-19.935605,13048
25.95278,-22.408473,13056
25.95278,-23.232762,13096
25.12849,-23.232762,13112
25.12849,-24.057052,13127
24.304201,-24.881341,13136
24.304201,-25.70563,13143
22.655622,-26.52992,13152
22.655622,-27.354209,13159
22.655622,-28.178499,13169
22.655622,-29.002788,13175
21.831333,-29.002788,13183
21.831333,-29.827077,13192
21.831333,-30.651367,13216
21.831333,-32.299946,13224
21.831333,-33.124235,13248
21.831333,-33.948524,13280
21.831333,-35.597103,13304
21.831333,-36.421393,13328
21.831333,-37.245682,13352
21.831333,-38.894261,13400
21.831333,-39.71855,13424
21.831333,-40.54284,13440
23.479912,-40.54284,13448
23.479912,-42.191418,13520
24.304201,-42.191418,13528
24.304201,-43.015708,13536
25.12849,-43.015708,13552
25.12849,-43.839997,13560
25.95278,-43.839997,13616
26.777069,-43.839997,13624
26.777069,-45.488576,13632
27.601359,-45.488576,13648
27.601359,-46.312865,13656
28.425648,-46.312865,13681
29.249937,-46.312865,13736
29.249937,-47.137155,13744
30.898516,-47.137155,13752
31.722806,-47.137155,13848
32.547095,-47.137155,13936
32.547095,-48.785734,13944
33.371385,-48.785734,13952
35.019963,-48.785734,13976
35.844253,-48.785734,14016
37.492832,-49.610023,14040
38.317121,-49.610023,14048
39.14141,-49.610023,14073
40.789989,-50.434313,14160
41.614279,-50.434313,14168
41.614279,-52.082891,14176
42.438568,-52.082891,14216
42.438568,-52.907181,14232
43.262857,-52.907181,14248
43.262857,-53.73147,14256
44.911436,-53.73147,14264
45.735726,-55.380049,14304
47.384304,-56.204338,14352
47.384304,-57.852917,14392
48.208594,-58.677207,14416
49.857173,-59.501496,14440
50.681462,-61.150075,14464
50.681462,-61.974364,14488
50.681462,-62.798654,14528
51.505751,-62.798654,14536
51.505751,-63.622943,14544
51.505751,-64.447232,14552
53.15433,-64.447232,14560
53.15433,-65.271522,14584
53.15433,-66.095811,14672
BREAK
37.492832,-70.217258,16744
BREAK
37.492832,-70.217258,17016
BREAK
36.668542,-68.568679,17264
BREAK
36.668542,-68.568679,17448
BREAK
35.844253,-65.271522,17680
BREAK
35.844253,-65.271522,17864
BREAK
35.844253,-65.271522,18072
BREAK
35.844253,-65.271522,18320
BREAK
40.789989,-66.095811,19312
BREAK
40.789989,-66.095811,19608
BREAK
38.317121,-65.271522,19824
BREAK
38.317121,-65.271522,20016
BREAK
38.317121,-65.271522,20208
BREAK
37.492832,-65.271522,20448
37.492832,-67.74439,20528
BREAK
37.492832,-68.568679,20648
BREAK
37.492832,-68.568679,20824
BREAK
37.492832,-68.568679,21016
BREAK
37.492832,-68.568679,21200
38.317121,-68.568679,21223
BREAK
38.317121,-68.568679,21384
39.9657,-68.568679,21408
BREAK
40.789989,-68.568679,21751
BREAK
41.614279,-68.568679,21919
43.262857,-68.568679,21967
BREAK
